name	x	y	z
A1	0.01	-0.01	0.13
A2	-0.00	-0.01	0.13
A3	-0.02	-0.00	0.13
A4	-0.04	-0.01	0.13
A5	-0.04	0.02	0.12
A6	-0.03	0.04	0.12
A7	-0.04	0.04	0.11
A8	-0.06	0.04	0.10
A9	-0.06	0.04	0.08
A10	-0.06	0.05	0.06
A11	-0.07	0.04	0.05
A12	-0.07	0.04	0.03
A13	-0.08	0.02	0.04
A14	-0.08	0.02	0.05
A15	-0.08	0.02	0.07
A16	-0.07	0.02	0.08
A17	-0.06	0.02	0.09
A18	-0.05	0.03	0.11
A19	-0.04	-0.00	0.12
A20	-0.06	-0.01	0.10
A21	-0.07	-0.01	0.10
A22	-0.08	-0.01	0.08
A23	-0.08	-0.01	0.06
A24	-0.09	-0.00	0.05
A25	-0.09	-0.00	0.04
A26	-0.09	-0.02	0.04
A27	-0.08	-0.03	0.05
A28	-0.08	-0.03	0.07
A29	-0.07	-0.03	0.08
A30	-0.07	-0.03	0.10
A31	-0.05	-0.04	0.11
A32	-0.04	-0.03	0.12
B1	0.01	-0.03	0.13
B2	-0.01	-0.03	0.13
B3	-0.03	-0.05	0.12
B4	-0.04	-0.06	0.11
B5	-0.05	-0.05	0.10
B6	-0.06	-0.05	0.09
B7	-0.07	-0.05	0.07
B8	-0.07	-0.05	0.05
B9	-0.08	-0.05	0.03
B10	-0.05	-0.07	0.05
B11	-0.05	-0.07	0.06
B12	-0.04	-0.07	0.08
B13	-0.04	-0.07	0.09
B14	-0.03	-0.08	0.05
B15	-0.02	-0.08	0.07
B16	-0.02	-0.08	0.08
B17	-0.02	-0.07	0.10
B18	-0.01	-0.06	0.11
B19	-0.01	-0.05	0.12
B20	0.01	-0.04	0.12
B21	0.01	-0.05	0.12
B22	0.01	-0.07	0.11
B23	0.01	-0.08	0.09
B24	0.00	-0.08	0.08
B25	-0.00	-0.08	0.07
B26	-0.00	-0.09	0.05
B27	0.02	-0.08	0.05
B28	0.02	-0.08	0.06
B29	0.03	-0.08	0.08
B30	0.03	-0.07	0.09
B31	0.03	-0.06	0.10
B32	0.03	-0.05	0.11
C1	0.02	-0.01	0.13
C2	0.03	-0.03	0.12
C3	0.05	-0.05	0.10
C4	0.06	-0.05	0.09
C5	0.05	-0.07	0.08
C6	0.05	-0.07	0.06
C7	0.05	-0.07	0.04
C8	0.07	-0.06	0.05
C9	0.07	-0.06	0.07
C10	0.07	-0.05	0.08
C11	0.05	-0.03	0.11
C12	0.06	-0.03	0.11
C13	0.07	-0.03	0.10
C14	0.08	-0.03	0.08
C15	0.09	-0.04	0.07
C16	0.09	-0.04	0.05
C17	0.10	-0.01	0.05
C18	0.10	-0.01	0.07
C19	0.09	-0.01	0.08
C20	0.08	-0.01	0.10
C21	0.07	-0.01	0.11
C22	0.05	-0.01	0.11
C23	0.04	-0.01	0.12
C24	0.05	0.01	0.12
C25	0.06	0.01	0.11
C26	0.08	0.02	0.10
C27	0.09	0.01	0.08
C28	0.09	0.02	0.07
C29	0.10	0.02	0.05
C30	0.08	0.05	0.05
C31	0.08	0.04	0.07
C32	0.07	0.04	0.08
D1	0.03	-0.00	0.13
D2	0.03	0.01	0.12
D3	0.05	0.03	0.10
D4	0.06	0.04	0.09
D5	0.05	0.05	0.08
D6	0.05	0.06	0.07
D7	0.05	0.06	0.05
D8	0.03	0.07	0.05
D9	0.03	0.07	0.06
D10	0.03	0.06	0.08
D11	0.03	0.05	0.09
D12	0.03	0.04	0.11
D13	0.03	0.03	0.11
D14	0.01	0.02	0.12
D15	0.01	0.01	0.13
D16	-0.01	0.02	0.13
D17	-0.01	0.04	0.12
D18	0.01	0.04	0.12
D19	0.01	0.05	0.11
D20	0.01	0.06	0.10
D21	0.01	0.07	0.08
D22	0.00	0.07	0.07
D23	0.00	0.07	0.05
D24	-0.02	0.07	0.05
D25	-0.02	0.07	0.07
D26	-0.02	0.07	0.09
D27	-0.02	0.06	0.10
D28	-0.01	0.05	0.12
D29	-0.04	0.06	0.09
D30	-0.04	0.06	0.07
D31	-0.05	0.06	0.06
D32	-0.05	0.06	0.04
L_neck_emg	-0.12	0.04	-0.06
R_neck_emg	-0.12	0.00	-0.06
R_horizontal_eog	0.06	-0.06	0.00
L_horizontal_eog	0.06	0.06	0.01
L_vertical_eog	0.09	0.03	0.03
L_leg_emg_tibialis_anterior	n/a	n/a	n/a
L_leg_emg_soleus	n/a	n/a	n/a
L_leg_emg_medial_gastrocnemius	n/a	n/a	n/a
L_leg_emg_peroneus_longus	n/a	n/a	n/a
R_leg_emg_tibialis_anterior	n/a	n/a	n/a
R_leg_emg_soleus	n/a	n/a	n/a
R_leg_emg_medial_gastrocnemius	n/a	n/a	n/a
R_leg_emg_peroneus_longus	n/a	n/a	n/a
Mocap_sacrum_mediolateral	n/a	n/a	n/a
Mocap_sacrum_superiorinferior	n/a	n/a	n/a
Mocap_sacrum_anteriorposterior	n/a	n/a	n/a
Mocap_head_mediolateral	n/a	n/a	n/a
Mocap_head_superiorinferior	n/a	n/a	n/a
Mocap_head_anteriorposterior	n/a	n/a	n/a
L_load_cell	n/a	n/a	n/a
R_load_cell	n/a	n/a	n/a
