name	x	y	z
A1	-0.01	0.00	0.12
A2	-0.03	0.00	0.12
A3	-0.04	0.00	0.12
A4	-0.06	0.00	0.11
A5	-0.07	0.02	0.10
A6	-0.05	0.04	0.10
A7	-0.06	0.04	0.09
A8	-0.08	0.04	0.07
A9	-0.08	0.05	0.05
A10	-0.08	0.05	0.04
A11	-0.08	0.04	0.02
A12	-0.07	0.04	0.01
A13	-0.09	0.02	0.00
A14	-0.09	0.02	0.02
A15	-0.09	0.03	0.04
A16	-0.09	0.02	0.05
A17	-0.09	0.02	0.07
A18	-0.08	0.03	0.08
A19	-0.07	0.00	0.10
A20	-0.08	-0.00	0.08
A21	-0.09	0.00	0.07
A22	-0.10	0.00	0.05
A23	-0.10	0.00	0.04
A24	-0.10	0.00	0.02
A25	-0.09	0.00	0.00
A26	-0.08	-0.03	0.00
A27	-0.09	-0.02	0.02
A28	-0.09	-0.02	0.04
A29	-0.09	-0.02	0.06
A30	-0.09	-0.02	0.07
A31	-0.08	-0.02	0.09
A32	-0.07	-0.02	0.10
B1	-0.02	-0.02	0.12
B2	-0.04	-0.02	0.12
B3	-0.05	-0.04	0.10
B4	-0.06	-0.04	0.08
B5	-0.07	-0.05	0.07
B6	-0.08	-0.05	0.05
B7	-0.08	-0.04	0.04
B8	-0.08	-0.04	0.02
B9	-0.07	-0.04	0.01
B10	-0.05	-0.06	0.02
B11	-0.05	-0.06	0.04
B12	-0.05	-0.06	0.05
B13	-0.05	-0.06	0.07
B14	-0.03	-0.07	0.03
B15	-0.03	-0.07	0.05
B16	-0.03	-0.06	0.06
B17	-0.04	-0.06	0.08
B18	-0.03	-0.05	0.09
B19	-0.03	-0.04	0.11
B20	-0.01	-0.03	0.12
B21	-0.01	-0.05	0.11
B22	-0.01	-0.05	0.09
B23	-0.01	-0.06	0.08
B24	-0.01	-0.07	0.06
B25	-0.01	-0.07	0.05
B26	-0.01	-0.07	0.03
B27	0.02	-0.07	0.04
B28	0.02	-0.07	0.05
B29	0.02	-0.07	0.07
B30	0.02	-0.06	0.08
B31	0.01	-0.05	0.10
B32	0.01	-0.04	0.11
C1	0.00	-0.01	0.13
C2	0.01	-0.02	0.12
C3	0.03	-0.04	0.10
C4	0.04	-0.05	0.09
C5	0.04	-0.06	0.07
C6	0.04	-0.06	0.05
C7	0.04	-0.06	0.04
C8	0.07	-0.06	0.05
C9	0.06	-0.05	0.06
C10	0.06	-0.05	0.07
C11	0.02	-0.02	0.11
C12	0.04	-0.02	0.10
C13	0.06	-0.03	0.09
C14	0.07	-0.03	0.08
C15	0.08	-0.03	0.07
C16	0.09	-0.03	0.05
C17	0.09	0.00	0.06
C18	0.09	-0.00	0.07
C19	0.08	-0.00	0.08
C20	0.06	-0.00	0.10
C21	0.05	0.00	0.10
C22	0.03	0.00	0.11
C23	0.02	0.00	0.12
C24	0.03	0.02	0.11
C25	0.05	0.02	0.11
C26	0.06	0.02	0.09
C27	0.07	0.02	0.08
C28	0.08	0.02	0.07
C29	0.09	0.03	0.05
C30	0.07	0.05	0.05
C31	0.06	0.05	0.06
C32	0.06	0.04	0.08
D1	-0.00	0.01	0.12
D2	0.01	0.02	0.12
D3	0.03	0.04	0.10
D4	0.04	0.04	0.09
D5	0.04	0.06	0.07
D6	0.04	0.06	0.06
D7	0.04	0.06	0.04
D8	0.02	0.07	0.04
D9	0.02	0.07	0.06
D10	0.02	0.06	0.07
D11	0.02	0.06	0.09
D12	0.01	0.05	0.10
D13	0.01	0.04	0.11
D14	-0.01	0.03	0.12
D15	-0.02	0.01	0.13
D16	-0.04	0.02	0.12
D17	-0.03	0.04	0.11
D18	-0.01	0.04	0.11
D19	-0.01	0.06	0.10
D20	-0.01	0.06	0.08
D21	-0.01	0.07	0.07
D22	-0.01	0.07	0.05
D23	-0.01	0.07	0.04
D24	-0.03	0.07	0.04
D25	-0.03	0.07	0.05
D26	-0.03	0.06	0.07
D27	-0.04	0.06	0.08
D28	-0.04	0.05	0.10
D29	-0.06	0.05	0.07
D30	-0.06	0.06	0.05
D31	-0.06	0.06	0.04
D32	-0.06	0.06	0.02
L_neck_emg	-0.11	0.03	-0.09
R_neck_emg	-0.11	-0.03	-0.10
R_horizontal_eog	0.05	-0.06	-0.01
L_horizontal_eog	0.04	0.06	-0.01
L_vertical_eog	0.09	0.03	0.03
L_leg_emg_tibialis_anterior	n/a	n/a	n/a
L_leg_emg_soleus	n/a	n/a	n/a
L_leg_emg_medial_gastrocnemius	n/a	n/a	n/a
L_leg_emg_peroneus_longus	n/a	n/a	n/a
R_leg_emg_tibialis_anterior	n/a	n/a	n/a
R_leg_emg_soleus	n/a	n/a	n/a
R_leg_emg_medial_gastrocnemius	n/a	n/a	n/a
R_leg_emg_peroneus_longus	n/a	n/a	n/a
Mocap_sacrum_mediolateral	n/a	n/a	n/a
Mocap_sacrum_superiorinferior	n/a	n/a	n/a
Mocap_sacrum_anteriorposterior	n/a	n/a	n/a
Mocap_head_mediolateral	n/a	n/a	n/a
Mocap_head_superiorinferior	n/a	n/a	n/a
Mocap_head_anteriorposterior	n/a	n/a	n/a
L_load_cell	n/a	n/a	n/a
R_load_cell	n/a	n/a	n/a
